,data,godzina,dom,-,wyjazd,wynik,pusta
365,,,Zagłębie Lubin,-,ŁKS Łódź,0:0,
366,,,Lech Poznań,-,Motor Lublin,1:0,
367,,,Górnik Zabrze,-,GKS Katowice,2:2,
368,,,Igloopol Debica,-,FKS Stal Mielec,0:0,
369,07/09/1991,,Śląsk Wrocław,-,FKS Stal Mielec,2:0,
370,,,GKS Katowice,-,Igloopol Debica,1:0,
371,,,Motor Lublin,-,Górnik Zabrze,0:0,
372,,,ŁKS Łódź,-,Lech Poznań,1:1,
373,,,Hutnik Kraków,-,Zagłębie Lubin,0:1,
374,,,Olimpia Poznań,-,Wisła Kraków,1:2,
375,,,Legia Warszawa,-,Widzew Łódź,1:0,
376,,,Zagłębie Sosnowiec,-,Stal Stalowa Wola,2:1,
377,,,Zawisza Bydgoszcz,-,Ruch Chorzów,2:2,
378,14/09/1991,,Ruch Chorzów,-,Śląsk Wrocław,0:0,
379,,,Stal Stalowa Wola,-,Zawisza Bydgoszcz,0:0,
380,,,Widzew Łódź,-,Zagłębie Sosnowiec,1:1,
381,,,Wisła Kraków,-,Legia Warszawa,2:2,
382,,,Zagłębie Lubin,-,Olimpia Poznań,2:0,
383,,,Lech Poznań,-,Hutnik Kraków,3:2,
384,,,Górnik Zabrze,-,ŁKS Łódź,2:3,
385,,,Igloopol Debica,-,Motor Lublin,1:0,
386,,,FKS Stal Mielec,-,GKS Katowice,0:0,
387,21/09/1991,,Śląsk Wrocław,-,GKS Katowice,2:1,
388,,,Motor Lublin,-,FKS Stal Mielec,0:1,
389,,,ŁKS Łódź,-,Igloopol Debica,0:0,
390,,,Hutnik Kraków,-,Górnik Zabrze,1:2,
391,,,Olimpia Poznań,-,Lech Poznań,1:2,
392,,,Legia Warszawa,-,Zagłębie Lubin,0:0,
393,,,Zagłębie Sosnowiec,-,Wisła Kraków,1:0,
394,,,Zawisza Bydgoszcz,-,Widzew Łódź,3:0,
395,,,Ruch Chorzów,-,Stal Stalowa Wola,2:0,
396,28/09/1991,,Stal Stalowa Wola,-,Śląsk Wrocław,2:0,
397,,,Widzew Łódź,-,Ruch Chorzów,4:0,
398,,,Wisła Kraków,-,Zawisza Bydgoszcz,2:1,
399,,,Zagłębie Lubin,-,Zagłębie Sosnowiec,2:1,
400,,,Lech Poznań,-,Legia Warszawa,1:0,
401,,,Górnik Zabrze,-,Olimpia Poznań,0:0,
402,,,Igloopol Debica,-,Hutnik Kraków,0:2,
403,,,FKS Stal Mielec,-,ŁKS Łódź,0:0,
404,,,GKS Katowice,-,Motor Lublin,2:2,
405,05/10/1991,,Śląsk Wrocław,-,Motor Lublin,1:3,
406,,,ŁKS Łódź,-,GKS Katowice,0:0,
407,,,Hutnik Kraków,-,FKS Stal Mielec,3:0,
408,,,Olimpia Poznań,-,Igloopol Debica,3:2,
409,,,Legia Warszawa,-,Górnik Zabrze,0:0,
410,,,Zagłębie Sosnowiec,-,Lech Poznań,4:1,
411,,,Zawisza Bydgoszcz,-,Zagłębie Lubin,2:1,
412,,,Ruch Chorzów,-,Wisła Kraków,1:4,
413,,,Stal Stalowa Wola,-,Widzew Łódź,0:0,
414,19/10/1991,,Widzew Łódź,-,Śląsk Wrocław,0:1,
415,,,Wisła Kraków,-,Stal Stalowa Wola,0:0,
416,,,Zagłębie Lubin,-,Ruch Chorzów,1:1,
417,,,Lech Poznań,-,Zawisza Bydgoszcz,2:0,
418,,,Górnik Zabrze,-,Zagłębie Sosnowiec,0:0,
419,,,Igloopol Debica,-,Legia Warszawa,1:0,
420,,,FKS Stal Mielec,-,Olimpia Poznań,1:1,
421,,,GKS Katowice,-,Hutnik Kraków,2:1,
422,,,Motor Lublin,-,ŁKS Łódź,2:1,
423,26/10/1991,,Śląsk Wrocław,-,ŁKS Łódź,1:1,
424,,,Hutnik Kraków,-,Motor Lublin,1:2,
425,,,Olimpia Poznań,-,GKS Katowice,1:2,
426,,,Legia Warszawa,-,FKS Stal Mielec,1:2,
427,,,Zagłębie Sosnowiec,-,Igloopol Debica,0:0,
428,,,Zawisza Bydgoszcz,-,Górnik Zabrze,1:0,
429,,,Ruch Chorzów,-,Lech Poznań,3:1,
430,,,Stal Stalowa Wola,-,Zagłębie Lubin,2:1,
431,,,Widzew Łódź,-,Wisła Kraków,3:2,
432,02/11/1991,,Wisła Kraków,-,Śląsk Wrocław,0:1,
433,,,Zagłębie Lubin,-,Widzew Łódź,0:1,
434,,,Lech Poznań,-,Stal Stalowa Wola,3:0,
435,,,Górnik Zabrze,-,Ruch Chorzów,4:2,
436,,,Igloopol Debica,-,Zawisza Bydgoszcz,0:1,
437,,,FKS Stal Mielec,-,Zagłębie Sosnowiec,1:1,
438,,,GKS Katowice,-,Legia Warszawa,4:2,
439,,,Motor Lublin,-,Olimpia Poznań,1:1,
440,,,ŁKS Łódź,-,Hutnik Kraków,0:0,
441,16/11/1991,,Śląsk Wrocław,-,Hutnik Kraków,3:2,
442,,,Olimpia Poznań,-,ŁKS Łódź,2:0,
443,,,Legia Warszawa,-,Motor Lublin,1:0,
444,,,Zagłębie Sosnowiec,-,GKS Katowice,0:0,
445,,,Zawisza Bydgoszcz,-,FKS Stal Mielec,2:0,
446,,,Ruch Chorzów,-,Igloopol Debica,1:0,
447,,,Stal Stalowa Wola,-,Górnik Zabrze,0:0,
448,,,Widzew Łódź,-,Lech Poznań,2:2,
449,,,Wisła Kraków,-,Zagłębie Lubin,2:1,
450,23/11/1991,,Zagłębie Lubin,-,Śląsk Wrocław,2:1,
451,,,Lech Poznań,-,Wisła Kraków,1:1,
452,,,Górnik Zabrze,-,Widzew Łódź,1:0,
453,,,Igloopol Debica,-,Stal Stalowa Wola,0:4,
454,,,FKS Stal Mielec,-,Ruch Chorzów,0:0,
455,,,GKS Katowice,-,Zawisza Bydgoszcz,1:0,
456,,,Motor Lublin,-,Zagłębie Sosnowiec,1:1,
457,,,ŁKS Łódź,-,Legia Warszawa,1:0,
458,,,Hutnik Kraków,-,Olimpia Poznań,0:0,
459,14/03/1992,,Śląsk Wrocław,-,Olimpia Poznań,1:0,
460,,,Hutnik Kraków,-,Legia Warszawa,1:2,
461,,,ŁKS Łódź,-,Zagłębie Sosnowiec,0:0,
462,,,Motor Lublin,-,Zawisza Bydgoszcz,0:0,
463,,,GKS Katowice,-,Ruch Chorzów,1:1,
464,,,FKS Stal Mielec,-,Stal Stalowa Wola,3:0,
465,,,Igloopol Debica,-,Widzew Łódź,1:2,
466,,,Górnik Zabrze,-,Wisła Kraków,1:0,
467,,,Lech Poznań,-,Zagłębie Lubin,1:0,
468,28/03/1992,,Lech Poznań,-,Śląsk Wrocław,2:1,
469,,,Zagłębie Lubin,-,Górnik Zabrze,1:2,
470,,,Wisła Kraków,-,Igloopol Debica,0:0,
471,,,Widzew Łódź,-,FKS Stal Mielec,2:1,
472,,,Stal Stalowa Wola,-,GKS Katowice,1:0,
473,,,Ruch Chorzów,-,Motor Lublin,5:0,
474,,,Zawisza Bydgoszcz,-,ŁKS Łódź,1:1,
475,,,Zagłębie Sosnowiec,-,Hutnik Kraków,2:2,
476,,,Legia Warszawa,-,Olimpia Poznań,1:0,
477,04/04/1992,,Śląsk Wrocław,-,Legia Warszawa,0:1,
478,,,Olimpia Poznań,-,Zagłębie Sosnowiec,3:2,
479,,,Hutnik Kraków,-,Zawisza Bydgoszcz,2:1,
480,,,ŁKS Łódź,-,Ruch Chorzów,2:1,
481,,,Motor Lublin,-,Stal Stalowa Wola,0:1,
482,,,GKS Katowice,-,Widzew Łódź,1:0,
483,,,FKS Stal Mielec,-,Wisła Kraków,3:0,
484,,,Igloopol Debica,-,Zagłębie Lubin,0:0,
485,,,Górnik Zabrze,-,Lech Poznań,2:2,
486,11/04/1992,,Górnik Zabrze,-,Śląsk Wrocław,3:0,
487,,,Lech Poznań,-,Igloopol Debica,3:0,
488,,,Zagłębie Lubin,-,FKS Stal Mielec,0:0,
489,,,Wisła Kraków,-,GKS Katowice,2:4,
490,,,Widzew Łódź,-,Motor Lublin,3:0,
491,,,Stal Stalowa Wola,-,ŁKS Łódź,0:1,
492,,,Ruch Chorzów,-,Hutnik Kraków,1:1,
493,,,Zawisza Bydgoszcz,-,Olimpia Poznań,3:1,
494,,,Zagłębie Sosnowiec,-,Legia Warszawa,1:1,
495,18/04/1992,,Śląsk Wrocław,-,Zagłębie Sosnowiec,1:0,
496,,,Legia Warszawa,-,Zawisza Bydgoszcz,2:0,
497,,,Olimpia Poznań,-,Ruch Chorzów,0:0,
498,,,Hutnik Kraków,-,Stal Stalowa Wola,1:1,
499,,,ŁKS Łódź,-,Widzew Łódź,2:0,
500,,,Motor Lublin,-,Wisła Kraków,3:0,
501,,,GKS Katowice,-,Zagłębie Lubin,0:1,
502,,,FKS Stal Mielec,-,Lech Poznań,0:1,
503,,,Igloopol Debica,-,Górnik Zabrze,0:0,
504,25/04/1992,,Igloopol Debica,-,Śląsk Wrocław,0:3,
505,,,Górnik Zabrze,-,FKS Stal Mielec,1:1,
506,,,Lech Poznań,-,GKS Katowice,1:0,
507,,,Zagłębie Lubin,-,Motor Lublin,2:0,
508,,,Wisła Kraków,-,ŁKS Łódź,0:1,
509,,,Widzew Łódź,-,Hutnik Kraków,3:3,
510,,,Stal Stalowa Wola,-,Olimpia Poznań,0:0,
511,,,Ruch Chorzów,-,Legia Warszawa,0:0,
512,,,Zawisza Bydgoszcz,-,Zagłębie Sosnowiec,2:0,
513,29/04/1992,,Śląsk Wrocław,-,Zawisza Bydgoszcz,3:1,
514,,,Zagłębie Sosnowiec,-,Ruch Chorzów,0:2,
515,,,Legia Warszawa,-,Stal Stalowa Wola,1:2,
516,,,Olimpia Poznań,-,Widzew Łódź,0:0,
517,,,Hutnik Kraków,-,Wisła Kraków,0:1,
518,,,ŁKS Łódź,-,Zagłębie Lubin,0:1,
519,,,Motor Lublin,-,Lech Poznań,1:1,
520,,,GKS Katowice,-,Górnik Zabrze,1:1,
521,,,FKS Stal Mielec,-,Igloopol Debica,3:0,
522,02/05/1992,,FKS Stal Mielec,-,Śląsk Wrocław,0:0,
523,,,Igloopol Debica,-,GKS Katowice,0:3,
524,,,Górnik Zabrze,-,Motor Lublin,0:0,
525,,,Lech Poznań,-,ŁKS Łódź,4:0,
526,,,Zagłębie Lubin,-,Hutnik Kraków,1:0,
527,,,Wisła Kraków,-,Olimpia Poznań,1:1,
528,,,Widzew Łódź,-,Legia Warszawa,3:0,
529,,,Stal Stalowa Wola,-,Zagłębie Sosnowiec,0:1,
530,,,Ruch Chorzów,-,Zawisza Bydgoszcz,1:0,
531,09/05/1992,,Śląsk Wrocław,-,Ruch Chorzów,3:0,
532,,,Zawisza Bydgoszcz,-,Stal Stalowa Wola,2:1,
533,,,Zagłębie Sosnowiec,-,Widzew Łódź,0:1,
534,,,Legia Warszawa,-,Wisła Kraków,1:1,
535,,,Olimpia Poznań,-,Zagłębie Lubin,2:1,
536,,,Hutnik Kraków,-,Lech Poznań,2:2,
537,,,ŁKS Łódź,-,Górnik Zabrze,0:0,
538,,,Motor Lublin,-,Igloopol Debica,1:1,
539,,,GKS Katowice,-,FKS Stal Mielec,0:0,
540,16/05/1992,,GKS Katowice,-,Śląsk Wrocław,1:1,
541,,,FKS Stal Mielec,-,Motor Lublin,2:1,
542,,,Igloopol Debica,-,ŁKS Łódź,1:2,
543,,,Górnik Zabrze,-,Hutnik Kraków,2:0,
544,,,Lech Poznań,-,Olimpia Poznań,1:1,
545,,,Zagłębie Lubin,-,Legia Warszawa,1:0,
546,,,Wisła Kraków,-,Zagłębie Sosnowiec,2:0,
547,,,Widzew Łódź,-,Zawisza Bydgoszcz,0:0,
548,,,Stal Stalowa Wola,-,Ruch Chorzów,0:0,
549,20/05/1992,,Śląsk Wrocław,-,Stal Stalowa Wola,2:0,
550,,,Ruch Chorzów,-,Widzew Łódź,1:0,
551,,,Zawisza Bydgoszcz,-,Wisła Kraków,1:1,
552,,,Zagłębie Sosnowiec,-,Zagłębie Lubin,1:1,
553,,,Legia Warszawa,-,Lech Poznań,2:0,
554,,,Olimpia Poznań,-,Górnik Zabrze,1:2,
555,,,Hutnik Kraków,-,Igloopol Debica,6:0,
556,,,ŁKS Łódź,-,FKS Stal Mielec,0:0,
557,,,Motor Lublin,-,GKS Katowice,0:2,
558,23/05/1992,,Motor Lublin,-,Śląsk Wrocław,3:0,
559,,,GKS Katowice,-,ŁKS Łódź,2:1,
560,,,FKS Stal Mielec,-,Hutnik Kraków,1:1,
561,,,Igloopol Debica,-,Olimpia Poznań,1:2,
562,,,Górnik Zabrze,-,Legia Warszawa,1:0,
563,,,Lech Poznań,-,Zagłębie Sosnowiec,5:1,
564,,,Zagłębie Lubin,-,Zawisza Bydgoszcz,1:1,
565,,,Wisła Kraków,-,Ruch Chorzów,3:0,
566,,,Widzew Łódź,-,Stal Stalowa Wola,1:0,
567,30/05/1992,,Śląsk Wrocław,-,Widzew Łódź,1:3,
568,,,Stal Stalowa Wola,-,Wisła Kraków,0:2,
569,,,Ruch Chorzów,-,Zagłębie Lubin,1:2,
570,,,Zawisza Bydgoszcz,-,Lech Poznań,2:2,
571,,,Zagłębie Sosnowiec,-,Górnik Zabrze,0:2,
572,,,Legia Warszawa,-,Igloopol Debica,5:2,
573,,,Olimpia Poznań,-,FKS Stal Mielec,1:1,
574,,,Hutnik Kraków,-,GKS Katowice,3:0,
575,,,ŁKS Łódź,-,Motor Lublin,2:0,
576,03/06/1992,,ŁKS Łódź,-,Śląsk Wrocław,1:1,
577,,,Motor Lublin,-,Hutnik Kraków,2:2,
578,,,GKS Katowice,-,Olimpia Poznań,3:0,
579,,,FKS Stal Mielec,-,Legia Warszawa,0:0,
580,,,Igloopol Debica,-,Zagłębie Sosnowiec,0:2,
581,,,Górnik Zabrze,-,Zawisza Bydgoszcz,0:0,
582,,,Lech Poznań,-,Ruch Chorzów,1:1,
583,,,Zagłębie Lubin,-,Stal Stalowa Wola,0:1,
584,,,Wisła Kraków,-,Widzew Łódź,0:0,
585,06/06/1992,,Śląsk Wrocław,-,Wisła Kraków,1:0,
586,,,Widzew Łódź,-,Zagłębie Lubin,1:0,
587,,,Stal Stalowa Wola,-,Lech Poznań,1:2,
588,,,Ruch Chorzów,-,Górnik Zabrze,1:0,
589,,,Zawisza Bydgoszcz,-,Igloopol Debica,4:2,
590,,,Zagłębie Sosnowiec,-,FKS Stal Mielec,0:0,
591,,,Legia Warszawa,-,GKS Katowice,0:2,
592,,,Olimpia Poznań,-,Motor Lublin,0:0,
593,,,Hutnik Kraków,-,ŁKS Łódź,2:1,
594,14/06/1992,,Hutnik Kraków,-,Śląsk Wrocław,1:1,
595,,,ŁKS Łódź,-,Olimpia Poznań,0:1,
596,,,Motor Lublin,-,Legia Warszawa,0:3,
597,,,GKS Katowice,-,Zagłębie Sosnowiec,5:0,
598,,,FKS Stal Mielec,-,Zawisza Bydgoszcz,4:1,
599,,,Igloopol Debica,-,Ruch Chorzów,0:3,
600,,,Górnik Zabrze,-,Stal Stalowa Wola,2:1,
601,,,Lech Poznań,-,Widzew Łódź,3:3,
602,,,Zagłębie Lubin,-,Wisła Kraków,1:1,
603,21/06/1992,,Śląsk Wrocław,-,Zagłębie Lubin,0:0,
604,,,Wisła Kraków,-,Lech Poznań,0:2,
605,,,Widzew Łódź,-,Górnik Zabrze,1:0,
606,,,Stal Stalowa Wola,-,Igloopol Debica,2:0,
607,,,Ruch Chorzów,-,FKS Stal Mielec,2:0,
608,,,Zawisza Bydgoszcz,-,GKS Katowice,2:3,
609,,,Zagłębie Sosnowiec,-,Motor Lublin,2:5,
610,,,Legia Warszawa,-,ŁKS Łódź,1:0,
611,,,Olimpia Poznań,-,Hutnik Kraków,3:3,
612,28/07/1990,,Wisła Kraków,-,Legia Warszawa,0:0,
613,,,GKS Katowice,-,Górnik Zabrze,2:1,
614,,,Lech Poznań,-,Śląsk Wrocław,1:2,
615,,,Igloopol Debica,-,Zagłębie Lubin,0:0,
616,,,ŁKS Łódź,-,Motor Lublin,1:0,
617,,,Zawisza Bydgoszcz,-,Olimpia Poznań,2:2,
618,,,Zagłębie Sosnowiec,-,Ruch Chorzów,0:0,
619,,,Hutnik Kraków,-,FKS Stal Mielec,2:2,
620,04/08/1990,,Hutnik Kraków,-,Wisła Kraków,0:2,
621,,,FKS Stal Mielec,-,Zagłębie Sosnowiec,0:2,
622,,,Ruch Chorzów,-,Zawisza Bydgoszcz,0:0,
623,,,Olimpia Poznań,-,ŁKS Łódź,1:0,
624,,,Motor Lublin,-,Igloopol Debica,0:1,
625,,,Zagłębie Lubin,-,Lech Poznań,2:1,
626,,,Śląsk Wrocław,-,GKS Katowice,1:1,
627,,,Górnik Zabrze,-,Legia Warszawa,3:1,
628,11/08/1990,,Wisła Kraków,-,Górnik Zabrze,1:1,
629,,,Legia Warszawa,-,Śląsk Wrocław,3:1,
630,,,GKS Katowice,-,Zagłębie Lubin,1:1,
631,,,Lech Poznań,-,Motor Lublin,4:0,
632,,,Igloopol Debica,-,Olimpia Poznań,2:2,
633,,,ŁKS Łódź,-,Ruch Chorzów,2:1,
634,,,Zawisza Bydgoszcz,-,FKS Stal Mielec,2:0,
635,,,Zagłębie Sosnowiec,-,Hutnik Kraków,0:2,
636,18/08/1990,,Zagłębie Sosnowiec,-,Wisła Kraków,2:4,
637,,,Hutnik Kraków,-,Zawisza Bydgoszcz,4:1,
638,,,FKS Stal Mielec,-,ŁKS Łódź,1:2,
639,,,Ruch Chorzów,-,Igloopol Debica,1:1,
640,,,Olimpia Poznań,-,Lech Poznań,3:2,
641,,,Motor Lublin,-,GKS Katowice,0:1,
642,,,Zagłębie Lubin,-,Legia Warszawa,1:0,
643,,,Śląsk Wrocław,-,Górnik Zabrze,1:4,
644,25/08/1990,,Wisła Kraków,-,Śląsk Wrocław,3:0,
645,,,Górnik Zabrze,-,Zagłębie Lubin,2:2,
646,,,Legia Warszawa,-,Motor Lublin,0:1,
647,,,GKS Katowice,-,Olimpia Poznań,2:1,
648,,,Lech Poznań,-,Ruch Chorzów,0:1,
649,,,Igloopol Debica,-,FKS Stal Mielec,1:1,
650,,,ŁKS Łódź,-,Hutnik Kraków,0:2,
651,,,Zawisza Bydgoszcz,-,Zagłębie Sosnowiec,3:0,
652,01/09/1990,,Zawisza Bydgoszcz,-,Wisła Kraków,0:0,
653,,,Zagłębie Sosnowiec,-,ŁKS Łódź,0:2,
654,,,Hutnik Kraków,-,Igloopol Debica,1:1,
655,,,FKS Stal Mielec,-,Lech Poznań,0:0,
656,,,Ruch Chorzów,-,GKS Katowice,1:1,
657,,,Olimpia Poznań,-,Legia Warszawa,0:0,
658,,,Motor Lublin,-,Górnik Zabrze,3:1,
659,,,Zagłębie Lubin,-,Śląsk Wrocław,2:1,
660,12/09/1990,,Wisła Kraków,-,Zagłębie Lubin,1:1,
661,,,Śląsk Wrocław,-,Motor Lublin,2:1,
662,,,Górnik Zabrze,-,Olimpia Poznań,6:1,
663,,,Legia Warszawa,-,Ruch Chorzów,2:0,
664,,,GKS Katowice,-,FKS Stal Mielec,1:0,
665,,,Lech Poznań,-,Hutnik Kraków,5:2,
666,,,Igloopol Debica,-,Zagłębie Sosnowiec,5:0,
667,,,ŁKS Łódź,-,Zawisza Bydgoszcz,1:2,
668,15/09/1990,,ŁKS Łódź,-,Wisła Kraków,0:1,
669,,,Zawisza Bydgoszcz,-,Igloopol Debica,1:1,
670,,,Zagłębie Sosnowiec,-,Lech Poznań,1:6,
671,,,Hutnik Kraków,-,GKS Katowice,0:0,
672,,,FKS Stal Mielec,-,Legia Warszawa,1:1,
673,,,Ruch Chorzów,-,Górnik Zabrze,0:0,
674,,,Olimpia Poznań,-,Śląsk Wrocław,0:0,
675,,,Motor Lublin,-,Zagłębie Lubin,1:2,
676,22/09/1990,,Wisła Kraków,-,Motor Lublin,1:1,
677,,,Zagłębie Lubin,-,Olimpia Poznań,0:0,
678,,,Śląsk Wrocław,-,Ruch Chorzów,1:2,
679,,,Górnik Zabrze,-,FKS Stal Mielec,3:0,
680,,,Legia Warszawa,-,Hutnik Kraków,0:1,
681,,,GKS Katowice,-,Zagłębie Sosnowiec,3:0,
682,,,Lech Poznań,-,Zawisza Bydgoszcz,2:2,
683,,,Igloopol Debica,-,ŁKS Łódź,1:1,
684,29/09/1990,,Igloopol Debica,-,Wisła Kraków,1:0,
685,,,ŁKS Łódź,-,Lech Poznań,1:0,
686,,,Zawisza Bydgoszcz,-,GKS Katowice,0:1,
687,,,Zagłębie Sosnowiec,-,Legia Warszawa,1:3,
688,,,Hutnik Kraków,-,Górnik Zabrze,2:0,
689,,,FKS Stal Mielec,-,Śląsk Wrocław,5:1,
690,,,Ruch Chorzów,-,Zagłębie Lubin,0:1,
691,,,Olimpia Poznań,-,Motor Lublin,0:2,
692,06/10/1990,,Wisła Kraków,-,Olimpia Poznań,0:0,
693,,,Motor Lublin,-,Ruch Chorzów,0:0,
694,,,Zagłębie Lubin,-,FKS Stal Mielec,3:2,
695,,,Śląsk Wrocław,-,Hutnik Kraków,2:0,
696,,,Górnik Zabrze,-,Zagłębie Sosnowiec,3:0,
697,,,Legia Warszawa,-,Zawisza Bydgoszcz,4:2,
698,,,GKS Katowice,-,ŁKS Łódź,2:0,
699,,,Lech Poznań,-,Igloopol Debica,6:0,
700,20/10/1990,,Lech Poznań,-,Wisła Kraków,0:0,
701,,,Igloopol Debica,-,GKS Katowice,0:2,
702,,,ŁKS Łódź,-,Legia Warszawa,2:1,
703,,,Zawisza Bydgoszcz,-,Górnik Zabrze,0:3,
704,,,Zagłębie Sosnowiec,-,Śląsk Wrocław,1:2,
705,,,Hutnik Kraków,-,Zagłębie Lubin,3:0,
706,,,FKS Stal Mielec,-,Motor Lublin,1:3,
707,,,Ruch Chorzów,-,Olimpia Poznań,1:1,
708,27/10/1990,,Wisła Kraków,-,Ruch Chorzów,5:2,
709,,,Olimpia Poznań,-,FKS Stal Mielec,1:0,
710,,,Motor Lublin,-,Hutnik Kraków,0:4,
711,,,Zagłębie Lubin,-,Zagłębie Sosnowiec,2:0,
712,,,Śląsk Wrocław,-,Zawisza Bydgoszcz,2:0,
713,,,Górnik Zabrze,-,ŁKS Łódź,2:0,
714,,,Legia Warszawa,-,Igloopol Debica,1:0,
715,,,GKS Katowice,-,Lech Poznań,1:1,
716,03/11/1990,,GKS Katowice,-,Wisła Kraków,0:2,
717,,,Lech Poznań,-,Legia Warszawa,1:1,
718,,,Igloopol Debica,-,Górnik Zabrze,0:5,
719,,,ŁKS Łódź,-,Śląsk Wrocław,3:1,
720,,,Zawisza Bydgoszcz,-,Zagłębie Lubin,2:1,
721,,,Zagłębie Sosnowiec,-,Motor Lublin,1:2,
722,,,Hutnik Kraków,-,Olimpia Poznań,2:1,
723,,,FKS Stal Mielec,-,Ruch Chorzów,0:2,
724,17/11/1990,,Wisła Kraków,-,FKS Stal Mielec,3:0,
725,,,Ruch Chorzów,-,Hutnik Kraków,1:1,
726,,,Olimpia Poznań,-,Zagłębie Sosnowiec,4:3,
727,,,Motor Lublin,-,Zawisza Bydgoszcz,2:0,
728,,,Zagłębie Lubin,-,ŁKS Łódź,2:1,
729,,,Śląsk Wrocław,-,Igloopol Debica,2:1,
730,,,Górnik Zabrze,-,Lech Poznań,0:1,
731,,,Legia Warszawa,-,GKS Katowice,0:2,
732,09/03/1991,,Legia Warszawa,-,Wisła Kraków,0:0,
733,,,Górnik Zabrze,-,GKS Katowice,2:0,
734,,,Śląsk Wrocław,-,Lech Poznań,0:0,
735,,,Zagłębie Lubin,-,Igloopol Debica,4:0,
736,,,Motor Lublin,-,ŁKS Łódź,2:0,
737,,,Olimpia Poznań,-,Zawisza Bydgoszcz,1:0,
738,,,Ruch Chorzów,-,Zagłębie Sosnowiec,2:0,
739,,,FKS Stal Mielec,-,Hutnik Kraków,1:1,
740,16/03/1991,,Wisła Kraków,-,Hutnik Kraków,1:1,
741,,,Zagłębie Sosnowiec,-,FKS Stal Mielec,1:1,
742,,,Zawisza Bydgoszcz,-,Ruch Chorzów,1:0,
743,,,ŁKS Łódź,-,Olimpia Poznań,0:2,
744,,,Igloopol Debica,-,Motor Lublin,0:0,
745,,,Lech Poznań,-,Zagłębie Lubin,2:1,
746,,,GKS Katowice,-,Śląsk Wrocław,0:1,
747,,,Legia Warszawa,-,Górnik Zabrze,0:1,
748,23/03/1991,,Górnik Zabrze,-,Wisła Kraków,2:2,
749,,,Śląsk Wrocław,-,Legia Warszawa,0:0,
750,,,Zagłębie Lubin,-,GKS Katowice,0:0,
751,,,Motor Lublin,-,Lech Poznań,0:0,
752,,,Olimpia Poznań,-,Igloopol Debica,2:2,
753,,,Ruch Chorzów,-,ŁKS Łódź,0:1,
754,,,FKS Stal Mielec,-,Zawisza Bydgoszcz,0:0,
755,,,Hutnik Kraków,-,Zagłębie Sosnowiec,0:0,
756,30/03/1991,,Wisła Kraków,-,Zagłębie Sosnowiec,1:0,
757,,,Zawisza Bydgoszcz,-,Hutnik Kraków,1:0,
758,,,ŁKS Łódź,-,FKS Stal Mielec,1:0,
759,,,Igloopol Debica,-,Ruch Chorzów,4:0,
760,,,Lech Poznań,-,Olimpia Poznań,0:0,
761,,,GKS Katowice,-,Motor Lublin,1:0,
762,,,Legia Warszawa,-,Zagłębie Lubin,0:0,
763,,,Górnik Zabrze,-,Śląsk Wrocław,0:0,
764,06/04/1991,,Śląsk Wrocław,-,Wisła Kraków,0:0,
765,,,Zagłębie Lubin,-,Górnik Zabrze,2:1,
766,,,Motor Lublin,-,Legia Warszawa,0:2,
767,,,Olimpia Poznań,-,GKS Katowice,3:0,
768,,,Ruch Chorzów,-,Lech Poznań,2:1,
769,,,FKS Stal Mielec,-,Igloopol Debica,2:0,
770,,,Hutnik Kraków,-,ŁKS Łódź,5:0,
771,,,Zagłębie Sosnowiec,-,Zawisza Bydgoszcz,1:0,
772,20/04/1991,,Wisła Kraków,-,Zawisza Bydgoszcz,3:0,
773,,,ŁKS Łódź,-,Zagłębie Sosnowiec,3:2,
774,,,Igloopol Debica,-,Hutnik Kraków,0:2,
775,,,Lech Poznań,-,FKS Stal Mielec,2:0,
776,,,GKS Katowice,-,Ruch Chorzów,1:0,
777,,,Legia Warszawa,-,Olimpia Poznań,1:1,
778,,,Górnik Zabrze,-,Motor Lublin,2:2,
779,,,Śląsk Wrocław,-,Zagłębie Lubin,1:3,
780,04/05/1991,,Zagłębie Lubin,-,Wisła Kraków,3:1,
781,,,Motor Lublin,-,Śląsk Wrocław,2:1,
782,,,Olimpia Poznań,-,Górnik Zabrze,1:2,
783,,,Ruch Chorzów,-,Legia Warszawa,0:1,
784,,,FKS Stal Mielec,-,GKS Katowice,2:2,
785,,,Hutnik Kraków,-,Lech Poznań,2:3,
786,,,Zagłębie Sosnowiec,-,Igloopol Debica,0:1,
787,,,Zawisza Bydgoszcz,-,ŁKS Łódź,2:0,
788,11/05/1991,,Wisła Kraków,-,ŁKS Łódź,0:0,
789,,,Igloopol Debica,-,Zawisza Bydgoszcz,2:1,
790,,,Lech Poznań,-,Zagłębie Sosnowiec,1:1,
791,,,GKS Katowice,-,Hutnik Kraków,2:3,
792,,,Legia Warszawa,-,FKS Stal Mielec,1:0,
793,,,Górnik Zabrze,-,Ruch Chorzów,3:0,
794,,,Śląsk Wrocław,-,Olimpia Poznań,3:0,
795,,,Zagłębie Lubin,-,Motor Lublin,2:0,
796,18/05/1991,,Motor Lublin,-,Wisła Kraków,1:1,
797,,,Olimpia Poznań,-,Zagłębie Lubin,0:3,
798,,,Ruch Chorzów,-,Śląsk Wrocław,1:1,
799,,,FKS Stal Mielec,-,Górnik Zabrze,0:0,
800,,,Hutnik Kraków,-,Legia Warszawa,4:2,
