,data,godzina,dom,-,wyjazd,wynik,pusta
1503,,,Ruch Chorzów,-,Motor Lublin,4:0,
1504,12/08/1989,,Ruch Chorzów,-,GKS Katowice,0:3,
1505,,,Motor Lublin,-,Legia Warszawa,0:0,
1506,,,Widzew Łódź,-,Zagłębie Lubin,0:1,
1507,,,Górnik Zabrze,-,Olimpia Poznań,3:1,
1508,,,FKS Stal Mielec,-,Zagłębie Sosnowiec,0:2,
1509,,,Lech Poznań,-,Zawisza Bydgoszcz,1:5,
1510,,,Wisła Kraków,-,ŁKS Łódź,3:2,
1511,,,Jagiellonia Białystok,-,Śląsk Wrocław,1:1,
1512,16/08/1989,,GKS Katowice,-,Jagiellonia Białystok,3:0,
1513,,,Śląsk Wrocław,-,Wisła Kraków,2:0,
1514,,,ŁKS Łódź,-,Lech Poznań,1:0,
1515,,,Zawisza Bydgoszcz,-,FKS Stal Mielec,2:0,
1516,,,Zagłębie Sosnowiec,-,Górnik Zabrze,1:2,
1517,,,Olimpia Poznań,-,Widzew Łódź,1:1,
1518,,,Zagłębie Lubin,-,Motor Lublin,3:0,
1519,,,Legia Warszawa,-,Ruch Chorzów,2:2,
1520,26/08/1989,,Legia Warszawa,-,GKS Katowice,0:0,
1521,,,Ruch Chorzów,-,Zagłębie Lubin,2:0,
1522,,,Motor Lublin,-,Olimpia Poznań,0:0,
1523,,,Widzew Łódź,-,Zagłębie Sosnowiec,1:1,
1524,,,Górnik Zabrze,-,Zawisza Bydgoszcz,2:0,
1525,,,FKS Stal Mielec,-,ŁKS Łódź,1:0,
1526,,,Lech Poznań,-,Śląsk Wrocław,3:0,
1527,,,Wisła Kraków,-,Jagiellonia Białystok,1:1,
1528,02/09/1989,,GKS Katowice,-,Wisła Kraków,2:1,
1529,,,Jagiellonia Białystok,-,Lech Poznań,1:1,
1530,,,Śląsk Wrocław,-,FKS Stal Mielec,0:0,
1531,,,ŁKS Łódź,-,Górnik Zabrze,1:2,
1532,,,Zawisza Bydgoszcz,-,Widzew Łódź,4:1,
1533,,,Zagłębie Sosnowiec,-,Motor Lublin,0:0,
1534,,,Olimpia Poznań,-,Ruch Chorzów,2:0,
1535,,,Zagłębie Lubin,-,Legia Warszawa,2:2,
1536,16/09/1989,,Zagłębie Lubin,-,GKS Katowice,1:1,
1537,,,Legia Warszawa,-,Olimpia Poznań,1:0,
1538,,,Ruch Chorzów,-,Zagłębie Sosnowiec,0:0,
1539,,,Motor Lublin,-,Zawisza Bydgoszcz,0:0,
1540,,,Widzew Łódź,-,ŁKS Łódź,1:1,
1541,,,Górnik Zabrze,-,Śląsk Wrocław,2:0,
1542,,,FKS Stal Mielec,-,Jagiellonia Białystok,1:0,
1543,,,Lech Poznań,-,Wisła Kraków,2:0,
1544,23/09/1989,,GKS Katowice,-,Lech Poznań,1:1,
1545,,,Wisła Kraków,-,FKS Stal Mielec,2:1,
1546,,,Jagiellonia Białystok,-,Górnik Zabrze,1:1,
1547,,,Śląsk Wrocław,-,Widzew Łódź,2:1,
1548,,,ŁKS Łódź,-,Motor Lublin,1:1,
1549,,,Zawisza Bydgoszcz,-,Ruch Chorzów,0:2,
1550,,,Zagłębie Sosnowiec,-,Legia Warszawa,0:1,
1551,,,Olimpia Poznań,-,Zagłębie Lubin,1:1,
1552,30/09/1989,,Olimpia Poznań,-,GKS Katowice,0:0,
1553,,,Zagłębie Lubin,-,Zagłębie Sosnowiec,1:0,
1554,,,Legia Warszawa,-,Zawisza Bydgoszcz,1:0,
1555,,,Ruch Chorzów,-,ŁKS Łódź,4:1,
1556,,,Motor Lublin,-,Śląsk Wrocław,1:0,
1557,,,Widzew Łódź,-,Jagiellonia Białystok,1:2,
1558,,,Górnik Zabrze,-,Wisła Kraków,2:0,
1559,,,FKS Stal Mielec,-,Lech Poznań,0:1,
1560,14/10/1989,,GKS Katowice,-,FKS Stal Mielec,2:0,
1561,,,Lech Poznań,-,Górnik Zabrze,3:0,
1562,,,Wisła Kraków,-,Widzew Łódź,1:0,
1563,,,Jagiellonia Białystok,-,Motor Lublin,1:1,
1564,,,Śląsk Wrocław,-,Ruch Chorzów,2:2,
1565,,,ŁKS Łódź,-,Legia Warszawa,1:3,
1566,,,Zawisza Bydgoszcz,-,Zagłębie Lubin,1:1,
1567,,,Zagłębie Sosnowiec,-,Olimpia Poznań,0:1,
1568,28/10/1989,,Zagłębie Sosnowiec,-,GKS Katowice,0:0,
1569,,,Olimpia Poznań,-,Zawisza Bydgoszcz,2:0,
1570,,,Zagłębie Lubin,-,ŁKS Łódź,2:1,
1571,,,Legia Warszawa,-,Śląsk Wrocław,2:0,
1572,,,Ruch Chorzów,-,Jagiellonia Białystok,3:0,
1573,,,Motor Lublin,-,Wisła Kraków,2:0,
1574,,,Widzew Łódź,-,Lech Poznań,1:0,
1575,,,Górnik Zabrze,-,FKS Stal Mielec,2:1,
1576,04/11/1989,,GKS Katowice,-,Górnik Zabrze,1:0,
1577,,,FKS Stal Mielec,-,Widzew Łódź,4:1,
1578,,,Lech Poznań,-,Motor Lublin,4:0,
1579,,,Wisła Kraków,-,Ruch Chorzów,3:0,
1580,,,Jagiellonia Białystok,-,Legia Warszawa,0:0,
1581,,,Śląsk Wrocław,-,Zagłębie Lubin,0:2,
1582,,,ŁKS Łódź,-,Olimpia Poznań,2:2,
1583,,,Zawisza Bydgoszcz,-,Zagłębie Sosnowiec,4:0,
1584,18/11/1989,,Zawisza Bydgoszcz,-,GKS Katowice,0:0,
1585,,,Zagłębie Sosnowiec,-,ŁKS Łódź,1:1,
1586,,,Olimpia Poznań,-,Śląsk Wrocław,1:1,
1587,,,Zagłębie Lubin,-,Jagiellonia Białystok,2:0,
1588,,,Legia Warszawa,-,Wisła Kraków,0:3,
1589,,,Ruch Chorzów,-,Lech Poznań,1:2,
1590,,,Motor Lublin,-,FKS Stal Mielec,0:0,
1591,,,Widzew Łódź,-,Górnik Zabrze,3:1,
1592,25/11/1989,,GKS Katowice,-,Widzew Łódź,1:0,
1593,,,Górnik Zabrze,-,Motor Lublin,2:0,
1594,,,FKS Stal Mielec,-,Ruch Chorzów,1:0,
1595,,,Lech Poznań,-,Legia Warszawa,1:1,
1596,,,Wisła Kraków,-,Zagłębie Lubin,2:1,
1597,,,Jagiellonia Białystok,-,Olimpia Poznań,0:2,
1598,,,Śląsk Wrocław,-,Zagłębie Sosnowiec,2:1,
1599,,,ŁKS Łódź,-,Zawisza Bydgoszcz,0:0,
1600,03/03/1990,,ŁKS Łódź,-,GKS Katowice,2:1,
1601,,,Śląsk Wrocław,-,Zawisza Bydgoszcz,0:1,
1602,,,Jagiellonia Białystok,-,Zagłębie Sosnowiec,1:1,
1603,,,Wisła Kraków,-,Olimpia Poznań,1:1,
1604,,,Lech Poznań,-,Zagłębie Lubin,3:1,
1605,,,FKS Stal Mielec,-,Legia Warszawa,0:0,
1606,,,Górnik Zabrze,-,Ruch Chorzów,3:0,
1607,,,Widzew Łódź,-,Motor Lublin,0:0,
1608,10/03/1990,,GKS Katowice,-,Motor Lublin,2:0,
1609,,,Ruch Chorzów,-,Widzew Łódź,1:2,
1610,,,Legia Warszawa,-,Górnik Zabrze,0:0,
1611,,,Zagłębie Lubin,-,FKS Stal Mielec,3:0,
1612,,,Olimpia Poznań,-,Lech Poznań,0:1,
1613,,,Zagłębie Sosnowiec,-,Wisła Kraków,2:1,
1614,,,Zawisza Bydgoszcz,-,Jagiellonia Białystok,2:1,
1615,,,ŁKS Łódź,-,Śląsk Wrocław,1:1,
1616,17/03/1990,,Śląsk Wrocław,-,GKS Katowice,2:0,
1617,,,Jagiellonia Białystok,-,ŁKS Łódź,1:2,
1618,,,Wisła Kraków,-,Zawisza Bydgoszcz,2:1,
1619,,,Lech Poznań,-,Zagłębie Sosnowiec,0:0,
1620,,,FKS Stal Mielec,-,Olimpia Poznań,2:1,
1621,,,Górnik Zabrze,-,Zagłębie Lubin,1:1,
1622,,,Widzew Łódź,-,Legia Warszawa,1:1,
1623,,,Motor Lublin,-,Ruch Chorzów,0:0,
1624,24/03/1990,,GKS Katowice,-,Ruch Chorzów,2:0,
1625,,,Legia Warszawa,-,Motor Lublin,2:0,
1626,,,Zagłębie Lubin,-,Widzew Łódź,1:0,
1627,,,Olimpia Poznań,-,Górnik Zabrze,1:0,
1628,,,Zagłębie Sosnowiec,-,FKS Stal Mielec,2:0,
1629,,,Zawisza Bydgoszcz,-,Lech Poznań,2:0,
1630,,,ŁKS Łódź,-,Wisła Kraków,0:0,
1631,,,Śląsk Wrocław,-,Jagiellonia Białystok,3:0,
1632,31/03/1990,,Jagiellonia Białystok,-,GKS Katowice,0:0,
1633,,,Wisła Kraków,-,Śląsk Wrocław,1:1,
1634,,,Lech Poznań,-,ŁKS Łódź,1:1,
1635,,,FKS Stal Mielec,-,Zawisza Bydgoszcz,1:0,
1636,,,Górnik Zabrze,-,Zagłębie Sosnowiec,1:1,
1637,,,Widzew Łódź,-,Olimpia Poznań,1:0,
1638,,,Motor Lublin,-,Zagłębie Lubin,1:0,
1639,,,Ruch Chorzów,-,Legia Warszawa,0:0,
1640,04/04/1990,,GKS Katowice,-,Legia Warszawa,0:0,
1641,,,Zagłębie Lubin,-,Ruch Chorzów,1:1,
1642,,,Olimpia Poznań,-,Motor Lublin,1:0,
1643,,,Zagłębie Sosnowiec,-,Widzew Łódź,2:1,
1644,,,Zawisza Bydgoszcz,-,Górnik Zabrze,0:0,
1645,,,ŁKS Łódź,-,FKS Stal Mielec,2:0,
1646,,,Śląsk Wrocław,-,Lech Poznań,1:1,
1647,,,Jagiellonia Białystok,-,Wisła Kraków,0:3,
1648,07/04/1990,,Wisła Kraków,-,GKS Katowice,0:0,
1649,,,Lech Poznań,-,Jagiellonia Białystok,3:0,
1650,,,FKS Stal Mielec,-,Śląsk Wrocław,1:1,
1651,,,Górnik Zabrze,-,ŁKS Łódź,0:1,
1652,,,Widzew Łódź,-,Zawisza Bydgoszcz,0:0,
1653,,,Motor Lublin,-,Zagłębie Sosnowiec,1:0,
1654,,,Ruch Chorzów,-,Olimpia Poznań,2:1,
1655,,,Legia Warszawa,-,Zagłębie Lubin,0:0,
1656,14/04/1990,,GKS Katowice,-,Zagłębie Lubin,1:1,
1657,,,Olimpia Poznań,-,Legia Warszawa,2:0,
1658,,,Zagłębie Sosnowiec,-,Ruch Chorzów,2:0,
1659,,,Zawisza Bydgoszcz,-,Motor Lublin,2:1,
1660,,,ŁKS Łódź,-,Widzew Łódź,1:0,
1661,,,Śląsk Wrocław,-,Górnik Zabrze,2:2,
1662,,,Jagiellonia Białystok,-,FKS Stal Mielec,2:2,
1663,,,Wisła Kraków,-,Lech Poznań,1:1,
1664,21/04/1990,,Lech Poznań,-,GKS Katowice,1:1,
1665,,,FKS Stal Mielec,-,Wisła Kraków,2:1,
1666,,,Górnik Zabrze,-,Jagiellonia Białystok,1:0,
1667,,,Widzew Łódź,-,Śląsk Wrocław,0:0,
1668,,,Motor Lublin,-,ŁKS Łódź,1:1,
1669,,,Ruch Chorzów,-,Zawisza Bydgoszcz,0:3,
1670,,,Legia Warszawa,-,Zagłębie Sosnowiec,1:0,
1671,,,Zagłębie Lubin,-,Olimpia Poznań,0:1,
1672,28/04/1990,,GKS Katowice,-,Olimpia Poznań,2:1,
1673,,,Zagłębie Sosnowiec,-,Zagłębie Lubin,0:2,
1674,,,Zawisza Bydgoszcz,-,Legia Warszawa,0:2,
1675,,,ŁKS Łódź,-,Ruch Chorzów,2:1,
1676,,,Śląsk Wrocław,-,Motor Lublin,1:3,
1677,,,Jagiellonia Białystok,-,Widzew Łódź,2:1,
1678,,,Wisła Kraków,-,Górnik Zabrze,0:1,
1679,,,Lech Poznań,-,FKS Stal Mielec,6:1,
1680,01/05/1990,,FKS Stal Mielec,-,GKS Katowice,0:1,
1681,,,Górnik Zabrze,-,Lech Poznań,0:1,
1682,,,Widzew Łódź,-,Wisła Kraków,1:1,
1683,,,Motor Lublin,-,Jagiellonia Białystok,1:1,
1684,,,Ruch Chorzów,-,Śląsk Wrocław,0:1,
1685,,,Legia Warszawa,-,ŁKS Łódź,0:1,
1686,,,Zagłębie Lubin,-,Zawisza Bydgoszcz,1:0,
1687,,,Olimpia Poznań,-,Zagłębie Sosnowiec,3:0,
1688,12/05/1990,,GKS Katowice,-,Zagłębie Sosnowiec,0:0,
1689,,,Zawisza Bydgoszcz,-,Olimpia Poznań,2:1,
1690,,,ŁKS Łódź,-,Zagłębie Lubin,1:0,
1691,,,Śląsk Wrocław,-,Legia Warszawa,1:0,
1692,,,Jagiellonia Białystok,-,Ruch Chorzów,0:0,
1693,,,Wisła Kraków,-,Motor Lublin,1:1,
1694,,,Lech Poznań,-,Widzew Łódź,0:0,
1695,,,FKS Stal Mielec,-,Górnik Zabrze,3:3,
1696,16/05/1990,,Górnik Zabrze,-,GKS Katowice,1:0,
1697,,,Widzew Łódź,-,FKS Stal Mielec,0:0,
1698,,,Motor Lublin,-,Lech Poznań,0:2,
1699,,,Ruch Chorzów,-,Wisła Kraków,1:1,
1700,,,Legia Warszawa,-,Jagiellonia Białystok,2:0,
1701,,,Zagłębie Lubin,-,Śląsk Wrocław,2:1,
1702,,,Olimpia Poznań,-,ŁKS Łódź,1:0,
1703,,,Zagłębie Sosnowiec,-,Zawisza Bydgoszcz,1:1,
1704,27/05/1990,,GKS Katowice,-,Zawisza Bydgoszcz,2:1,
1705,,,ŁKS Łódź,-,Zagłębie Sosnowiec,4:0,
1706,,,Śląsk Wrocław,-,Olimpia Poznań,0:1,
1707,,,Jagiellonia Białystok,-,Zagłębie Lubin,1:2,
1708,,,Wisła Kraków,-,Legia Warszawa,0:0,
1709,,,Lech Poznań,-,Ruch Chorzów,2:0,
1710,,,FKS Stal Mielec,-,Motor Lublin,3:0,
1711,,,Górnik Zabrze,-,Widzew Łódź,2:2,
1712,03/06/1990,,Widzew Łódź,-,GKS Katowice,1:1,
1713,,,Motor Lublin,-,Górnik Zabrze,0:2,
1714,,,Ruch Chorzów,-,FKS Stal Mielec,0:0,
1715,,,Legia Warszawa,-,Lech Poznań,1:1,
1716,,,Zagłębie Lubin,-,Wisła Kraków,1:1,
1717,,,Olimpia Poznań,-,Jagiellonia Białystok,4:0,
1718,,,Zagłębie Sosnowiec,-,Śląsk Wrocław,0:3,
1719,,,Zawisza Bydgoszcz,-,ŁKS Łódź,2:1,
1720,20/06/2020,16:30,Piast Gliwice,-,Lech Poznań,0:2 (0:0),
1721,21/06/2020,11:30,Pogoń Szczecin,-,Lechia Gdańsk,0:1 (0:1),
1722,,14:00,KS Cracovia,-,Jagiellonia Białystok,1:2 (0:1),
1723,,16:30,Legia Warszawa,-,Śląsk Wrocław,2:0 (1:0),
1724,24/06/2020,17:00,Lechia Gdańsk,-,Piast Gliwice,1:0 (0:0),
1725,,19:30,Jagiellonia Białystok,-,Legia Warszawa,0:0 (0:0),
1726,,19:30,Lech Poznań,-,Pogoń Szczecin,0:0 (0:0),
1727,25/06/2020,18:00,Śląsk Wrocław,-,KS Cracovia,3:2 (0:0),
1728,27/06/2020,16:30,Legia Warszawa,-,Piast Gliwice,1:1 (0:0),
1729,28/06/2020,14:00,Jagiellonia Białystok,-,Lechia Gdańsk,1:2 (1:0),
1730,,16:30,Śląsk Wrocław,-,Lech Poznań,2:2 (0:1),
1731,29/06/2020,17:00,KS Cracovia,-,Pogoń Szczecin,2:1 (1:0),
1732,04/07/2020,16:30,Lech Poznań,-,Legia Warszawa,2:1 (2:0),
1733,,19:00,Lechia Gdańsk,-,KS Cracovia,0:3 (0:0),
1734,05/07/2020,14:00,Pogoń Szczecin,-,Jagiellonia Białystok,2:2 (2:0),
1735,,16:30,Piast Gliwice,-,Śląsk Wrocław,1:0 (1:0),
1736,11/07/2020,16:30,Legia Warszawa,-,KS Cracovia,2:0 (1:0),
1737,12/07/2020,11:30,Śląsk Wrocław,-,Pogoń Szczecin,2:2 (2:1),
1738,,14:00,Piast Gliwice,-,Jagiellonia Białystok,2:0 (2:0),
1739,,16:30,Lech Poznań,-,Lechia Gdańsk,3:2 (3:1),
1740,15/07/2020,19:30,Jagiellonia Białystok,-,Śląsk Wrocław,2:1 (1:1),
1741,,19:30,KS Cracovia,-,Lech Poznań,1:2 (0:1),
1742,,19:30,Lechia Gdańsk,-,Legia Warszawa,0:0 (0:0),
1743,,19:30,Pogoń Szczecin,-,Piast Gliwice,1:0 (1:0),
1744,19/07/2020,16:30,Lech Poznań,-,Jagiellonia Białystok,4:0 (4:0),
1745,,16:30,Legia Warszawa,-,Pogoń Szczecin,1:2 (0:1),
1746,,16:30,Piast Gliwice,-,KS Cracovia,1:1 (0:1),
1747,,16:30,Śląsk Wrocław,-,Lechia Gdańsk,1:2 (1:1),
1748,28/07/1990,,Wisła Kraków,-,Legia Warszawa,0:0,
1749,,,GKS Katowice,-,Górnik Zabrze,2:1,
1750,,,Lech Poznań,-,Śląsk Wrocław,1:2,
1751,,,Igloopol Debica,-,Zagłębie Lubin,0:0,
1752,,,ŁKS Łódź,-,Motor Lublin,1:0,
1753,,,Zawisza Bydgoszcz,-,Olimpia Poznań,2:2,
1754,,,Zagłębie Sosnowiec,-,Ruch Chorzów,0:0,
1755,,,Hutnik Kraków,-,FKS Stal Mielec,2:2,
1756,04/08/1990,,Hutnik Kraków,-,Wisła Kraków,0:2,
1757,,,FKS Stal Mielec,-,Zagłębie Sosnowiec,0:2,
1758,,,Ruch Chorzów,-,Zawisza Bydgoszcz,0:0,
1759,,,Olimpia Poznań,-,ŁKS Łódź,1:0,
1760,,,Motor Lublin,-,Igloopol Debica,0:1,
1761,,,Zagłębie Lubin,-,Lech Poznań,2:1,
1762,,,Śląsk Wrocław,-,GKS Katowice,1:1,
1763,,,Górnik Zabrze,-,Legia Warszawa,3:1,
1764,11/08/1990,,Wisła Kraków,-,Górnik Zabrze,1:1,
1765,,,Legia Warszawa,-,Śląsk Wrocław,3:1,
1766,,,GKS Katowice,-,Zagłębie Lubin,1:1,
1767,,,Lech Poznań,-,Motor Lublin,4:0,
1768,,,Igloopol Debica,-,Olimpia Poznań,2:2,
1769,,,ŁKS Łódź,-,Ruch Chorzów,2:1,
1770,,,Zawisza Bydgoszcz,-,FKS Stal Mielec,2:0,
1771,,,Zagłębie Sosnowiec,-,Hutnik Kraków,0:2,
1772,18/08/1990,,Zagłębie Sosnowiec,-,Wisła Kraków,2:4,
1773,,,Hutnik Kraków,-,Zawisza Bydgoszcz,4:1,
1774,,,FKS Stal Mielec,-,ŁKS Łódź,1:2,
1775,,,Ruch Chorzów,-,Igloopol Debica,1:1,
1776,,,Olimpia Poznań,-,Lech Poznań,3:2,
1777,,,Motor Lublin,-,GKS Katowice,0:1,
1778,,,Zagłębie Lubin,-,Legia Warszawa,1:0,
1779,,,Śląsk Wrocław,-,Górnik Zabrze,1:4,
1780,25/08/1990,,Wisła Kraków,-,Śląsk Wrocław,3:0,
1781,,,Górnik Zabrze,-,Zagłębie Lubin,2:2,
1782,,,Legia Warszawa,-,Motor Lublin,0:1,
1783,,,GKS Katowice,-,Olimpia Poznań,2:1,
1784,,,Lech Poznań,-,Ruch Chorzów,0:1,
1785,,,Igloopol Debica,-,FKS Stal Mielec,1:1,
1786,,,ŁKS Łódź,-,Hutnik Kraków,0:2,
1787,,,Zawisza Bydgoszcz,-,Zagłębie Sosnowiec,3:0,
1788,01/09/1990,,Zawisza Bydgoszcz,-,Wisła Kraków,0:0,
1789,,,Zagłębie Sosnowiec,-,ŁKS Łódź,0:2,
1790,,,Hutnik Kraków,-,Igloopol Debica,1:1,
1791,,,FKS Stal Mielec,-,Lech Poznań,0:0,
1792,,,Ruch Chorzów,-,GKS Katowice,1:1,
1793,,,Olimpia Poznań,-,Legia Warszawa,0:0,
1794,,,Motor Lublin,-,Górnik Zabrze,3:1,
1795,,,Zagłębie Lubin,-,Śląsk Wrocław,2:1,
1796,12/09/1990,,Wisła Kraków,-,Zagłębie Lubin,1:1,
1797,,,Śląsk Wrocław,-,Motor Lublin,2:1,
1798,,,Górnik Zabrze,-,Olimpia Poznań,6:1,
1799,,,Legia Warszawa,-,Ruch Chorzów,2:0,
1800,,,GKS Katowice,-,FKS Stal Mielec,1:0,
1801,,,Lech Poznań,-,Hutnik Kraków,5:2,
1802,,,Igloopol Debica,-,Zagłębie Sosnowiec,5:0,
1803,,,ŁKS Łódź,-,Zawisza Bydgoszcz,1:2,
1804,15/09/1990,,ŁKS Łódź,-,Wisła Kraków,0:1,
1805,,,Zawisza Bydgoszcz,-,Igloopol Debica,1:1,
1806,,,Zagłębie Sosnowiec,-,Lech Poznań,1:6,
1807,,,Hutnik Kraków,-,GKS Katowice,0:0,
1808,,,FKS Stal Mielec,-,Legia Warszawa,1:1,
1809,,,Ruch Chorzów,-,Górnik Zabrze,0:0,
1810,,,Olimpia Poznań,-,Śląsk Wrocław,0:0,
1811,,,Motor Lublin,-,Zagłębie Lubin,1:2,
1812,22/09/1990,,Wisła Kraków,-,Motor Lublin,1:1,
1813,,,Zagłębie Lubin,-,Olimpia Poznań,0:0,
1814,,,Śląsk Wrocław,-,Ruch Chorzów,1:2,
1815,,,Górnik Zabrze,-,FKS Stal Mielec,3:0,
1816,,,Legia Warszawa,-,Hutnik Kraków,0:1,
1817,,,GKS Katowice,-,Zagłębie Sosnowiec,3:0,
1818,,,Lech Poznań,-,Zawisza Bydgoszcz,2:2,
1819,,,Igloopol Debica,-,ŁKS Łódź,1:1,
1820,29/09/1990,,Igloopol Debica,-,Wisła Kraków,1:0,
1821,,,ŁKS Łódź,-,Lech Poznań,1:0,
1822,,,Zawisza Bydgoszcz,-,GKS Katowice,0:1,
1823,,,Zagłębie Sosnowiec,-,Legia Warszawa,1:3,
1824,,,Hutnik Kraków,-,Górnik Zabrze,2:0,
1825,,,FKS Stal Mielec,-,Śląsk Wrocław,5:1,
1826,,,Ruch Chorzów,-,Zagłębie Lubin,0:1,
1827,,,Olimpia Poznań,-,Motor Lublin,0:2,
1828,06/10/1990,,Wisła Kraków,-,Olimpia Poznań,0:0,
1829,,,Motor Lublin,-,Ruch Chorzów,0:0,
1830,,,Zagłębie Lubin,-,FKS Stal Mielec,3:2,
1831,,,Śląsk Wrocław,-,Hutnik Kraków,2:0,
1832,,,Górnik Zabrze,-,Zagłębie Sosnowiec,3:0,
1833,,,Legia Warszawa,-,Zawisza Bydgoszcz,4:2,
1834,,,GKS Katowice,-,ŁKS Łódź,2:0,
1835,,,Lech Poznań,-,Igloopol Debica,6:0,
1836,20/10/1990,,Lech Poznań,-,Wisła Kraków,0:0,
1837,,,Igloopol Debica,-,GKS Katowice,0:2,
1838,,,ŁKS Łódź,-,Legia Warszawa,2:1,
1839,,,Zawisza Bydgoszcz,-,Górnik Zabrze,0:3,
1840,,,Zagłębie Sosnowiec,-,Śląsk Wrocław,1:2,
1841,,,Hutnik Kraków,-,Zagłębie Lubin,3:0,
1842,,,FKS Stal Mielec,-,Motor Lublin,1:3,
1843,,,Ruch Chorzów,-,Olimpia Poznań,1:1,
1844,27/10/1990,,Wisła Kraków,-,Ruch Chorzów,5:2,
1845,,,Olimpia Poznań,-,FKS Stal Mielec,1:0,
1846,,,Motor Lublin,-,Hutnik Kraków,0:4,
1847,,,Zagłębie Lubin,-,Zagłębie Sosnowiec,2:0,
1848,,,Śląsk Wrocław,-,Zawisza Bydgoszcz,2:0,
1849,,,Górnik Zabrze,-,ŁKS Łódź,2:0,
1850,,,Legia Warszawa,-,Igloopol Debica,1:0,
1851,,,GKS Katowice,-,Lech Poznań,1:1,
1852,03/11/1990,,GKS Katowice,-,Wisła Kraków,0:2,
1853,,,Lech Poznań,-,Legia Warszawa,1:1,
1854,,,Igloopol Debica,-,Górnik Zabrze,0:5,
1855,,,ŁKS Łódź,-,Śląsk Wrocław,3:1,
1856,,,Zawisza Bydgoszcz,-,Zagłębie Lubin,2:1,
1857,,,Zagłębie Sosnowiec,-,Motor Lublin,1:2,
1858,,,Hutnik Kraków,-,Olimpia Poznań,2:1,
1859,,,FKS Stal Mielec,-,Ruch Chorzów,0:2,
1860,17/11/1990,,Wisła Kraków,-,FKS Stal Mielec,3:0,
1861,,,Ruch Chorzów,-,Hutnik Kraków,1:1,
1862,,,Olimpia Poznań,-,Zagłębie Sosnowiec,4:3,
1863,,,Motor Lublin,-,Zawisza Bydgoszcz,2:0,
1864,,,Zagłębie Lubin,-,ŁKS Łódź,2:1,
1865,,,Śląsk Wrocław,-,Igloopol Debica,2:1,
1866,,,Górnik Zabrze,-,Lech Poznań,0:1,
1867,,,Legia Warszawa,-,GKS Katowice,0:2,
1868,09/03/1991,,Legia Warszawa,-,Wisła Kraków,0:0,
1869,,,Górnik Zabrze,-,GKS Katowice,2:0,
1870,,,Śląsk Wrocław,-,Lech Poznań,0:0,
1871,,,Zagłębie Lubin,-,Igloopol Debica,4:0,
1872,,,Motor Lublin,-,ŁKS Łódź,2:0,
1873,,,Olimpia Poznań,-,Zawisza Bydgoszcz,1:0,
1874,,,Ruch Chorzów,-,Zagłębie Sosnowiec,2:0,
1875,,,FKS Stal Mielec,-,Hutnik Kraków,1:1,
1876,16/03/1991,,Wisła Kraków,-,Hutnik Kraków,1:1,
1877,,,Zagłębie Sosnowiec,-,FKS Stal Mielec,1:1,
1878,,,Zawisza Bydgoszcz,-,Ruch Chorzów,1:0,
1879,,,ŁKS Łódź,-,Olimpia Poznań,0:2,
1880,,,Igloopol Debica,-,Motor Lublin,0:0,
1881,,,Lech Poznań,-,Zagłębie Lubin,2:1,
1882,,,GKS Katowice,-,Śląsk Wrocław,0:1,
1883,,,Legia Warszawa,-,Górnik Zabrze,0:1,
1884,23/03/1991,,Górnik Zabrze,-,Wisła Kraków,2:2,
1885,,,Śląsk Wrocław,-,Legia Warszawa,0:0,
1886,,,Zagłębie Lubin,-,GKS Katowice,0:0,
1887,,,Motor Lublin,-,Lech Poznań,0:0,
1888,,,Olimpia Poznań,-,Igloopol Debica,2:2,
1889,,,Ruch Chorzów,-,ŁKS Łódź,0:1,
1890,,,FKS Stal Mielec,-,Zawisza Bydgoszcz,0:0,
1891,,,Hutnik Kraków,-,Zagłębie Sosnowiec,0:0,
1892,30/03/1991,,Wisła Kraków,-,Zagłębie Sosnowiec,1:0,
1893,,,Zawisza Bydgoszcz,-,Hutnik Kraków,1:0,
1894,,,ŁKS Łódź,-,FKS Stal Mielec,1:0,
1895,,,Igloopol Debica,-,Ruch Chorzów,4:0,
1896,,,Lech Poznań,-,Olimpia Poznań,0:0,
1897,,,GKS Katowice,-,Motor Lublin,1:0,
1898,,,Legia Warszawa,-,Zagłębie Lubin,0:0,
1899,,,Górnik Zabrze,-,Śląsk Wrocław,0:0,
1900,06/04/1991,,Śląsk Wrocław,-,Wisła Kraków,0:0,
1901,,,Zagłębie Lubin,-,Górnik Zabrze,2:1,
1902,,,Motor Lublin,-,Legia Warszawa,0:2,
1903,,,Olimpia Poznań,-,GKS Katowice,3:0,
1904,,,Ruch Chorzów,-,Lech Poznań,2:1,
1905,,,FKS Stal Mielec,-,Igloopol Debica,2:0,
1906,,,Hutnik Kraków,-,ŁKS Łódź,5:0,
1907,,,Zagłębie Sosnowiec,-,Zawisza Bydgoszcz,1:0,
1908,20/04/1991,,Wisła Kraków,-,Zawisza Bydgoszcz,3:0,
1909,,,ŁKS Łódź,-,Zagłębie Sosnowiec,3:2,
1910,,,Igloopol Debica,-,Hutnik Kraków,0:2,
1911,,,Lech Poznań,-,FKS Stal Mielec,2:0,
1912,,,GKS Katowice,-,Ruch Chorzów,1:0,
1913,,,Legia Warszawa,-,Olimpia Poznań,1:1,
1914,,,Górnik Zabrze,-,Motor Lublin,2:2,
1915,,,Śląsk Wrocław,-,Zagłębie Lubin,1:3,
