,data,godzina,dom,-,wyjazd,wynik,pusta
5562,,14:30,Polonia Warszawa,-,Odra Wodzisław,1:0 (0:0),
5563,,14:30,Wisła Płock,-,Zagłębie Lubin,2:0 (1:0),
5564,,14:30,Górnik Łęczna,-,Lech Poznań,2:0 (1:0),
5565,,17:15,Pogoń Szczecin,-,Amica Wronki,1:0 (0:0),
5566,05/11/2004,19:00,Legia Warszawa,-,Polonia Warszawa,4:1 (3:0),
5567,06/11/2004,14:30,Odra Wodzisław,-,GKS Katowice,2:2 (0:0),
5568,,14:30,KS Cracovia,-,Wisła Płock,4:0 (1:0),
5569,,17:00,Zagłębie Lubin,-,Pogoń Szczecin,2:2 (2:0),
5570,,17:15,Lech Poznań,-,Groclin Dyskobolia,2:2 (2:1),
5571,07/11/2004,14:00,Górnik Zabrze,-,Wisła Kraków,1:3 (0:3),
5572,,16:00,Amica Wronki,-,Górnik Łęczna,1:0 (1:0),
5573,23/10/2004,16:00,Wisła Płock,-,Odra Wodzisław,1:0 (1:0),
5574,13/11/2004,14:30,Pogoń Szczecin,-,KS Cracovia,1:1 (0:0),
5575,,14:30,Polonia Warszawa,-,Górnik Zabrze,2:1 (1:0),
5576,,14:30,Amica Wronki,-,Zagłębie Lubin,0:2 (0:1),
5577,,14:30,GKS Katowice,-,Legia Warszawa,0:3 (0:1),
5578,,16:45,Wisła Kraków,-,Lech Poznań,4:1 (1:0),
5579,14/11/2004,14:00,Górnik Łęczna,-,Groclin Dyskobolia,2:1 (1:1),
5580,19/11/2004,18:00,Lech Poznań,-,Polonia Warszawa,1:1 (0:0),
5581,20/11/2004,14:30,Górnik Zabrze,-,GKS Katowice,4:1 (3:1),
5582,,14:30,Legia Warszawa,-,Wisła Płock,2:1 (2:1),
5583,,14:30,Odra Wodzisław,-,Pogoń Szczecin,1:0 (1:0),
5584,,17:00,Zagłębie Lubin,-,Górnik Łęczna,1:0 (0:0),
5585,,17:15,KS Cracovia,-,Amica Wronki,0:1 (0:0),
5586,21/11/2004,19:00,Groclin Dyskobolia,-,Wisła Kraków,2:4 (1:1),
5587,11/03/2005,19:00,Legia Warszawa,-,Pogoń Szczecin,3:0 (0:0),
5588,13/03/2005,15:00,Groclin Dyskobolia,-,Polonia Warszawa,5:0 (2:0),
5589,19/04/2005,17:00,KS Cracovia,-,Zagłębie Lubin,1:0 (1:0),
5590,20/04/2005,17:00,Amica Wronki,-,Odra Wodzisław,2:2 (1:1),
5591,,17:00,Lech Poznań,-,GKS Katowice,3:1 (2:1),
5592,,17:00,Górnik Zabrze,-,Wisła Płock,1:0 (1:0),
5593,,17:30,Górnik Łęczna,-,Wisła Kraków,2:2 (2:1),
5594,18/03/2005,18:00,KS Cracovia,-,Górnik Łęczna,0:0 (0:0),
5595,19/03/2005,14:30,Pogoń Szczecin,-,Górnik Zabrze,0:2 (0:0),
5596,,14:30,Wisła Płock,-,Lech Poznań,2:1 (1:1),
5597,,14:30,GKS Katowice,-,Groclin Dyskobolia,1:3 (0:2),
5598,,17:00,Zagłębie Lubin,-,Odra Wodzisław,1:1 (1:1),
5599,,17:15,Legia Warszawa,-,Amica Wronki,1:1 (1:0),
5600,20/03/2005,14:00,Polonia Warszawa,-,Wisła Kraków,1:3 (1:1),
5601,12/03/2005,17:00,Wisła Kraków,-,GKS Katowice,1:0 (1:0),
5602,23/03/2005,17:00,Górnik Łęczna,-,Polonia Warszawa,1:1 (1:0),
5603,02/04/2005,17:00,Groclin Dyskobolia,-,Wisła Płock,1:2 (0:1),
5604,,17:15,Zagłębie Lubin,-,Legia Warszawa,0:0 (0:0),
5605,13/04/2005,17:00,Odra Wodzisław,-,KS Cracovia,0:1 (0:1),
5606,27/04/2005,17:30,Lech Poznań,-,Pogoń Szczecin,1:1 (0:1),
5607,01/05/2005,17:30,Górnik Zabrze,-,Amica Wronki,1:1 (0:0),
5608,09/04/2005,17:00,Odra Wodzisław,-,Górnik Łęczna,0:5 (0:4),
5609,,17:00,Zagłębie Lubin,-,Górnik Zabrze,1:1 (1:0),
5610,,17:00,Amica Wronki,-,Lech Poznań,1:0 (0:0),
5611,,17:00,Pogoń Szczecin,-,Groclin Dyskobolia,1:0 (0:0),
5612,,17:00,GKS Katowice,-,Polonia Warszawa,2:3 (1:1),
5613,,17:15,Wisła Płock,-,Wisła Kraków,1:1 (0:1),
5614,10/04/2005,14:30,KS Cracovia,-,Legia Warszawa,1:0 (0:0),
5615,16/04/2005,17:00,Górnik Łęczna,-,GKS Katowice,4:2 (0:0),
5616,,17:00,Polonia Warszawa,-,Wisła Płock,1:4 (0:1),
5617,,17:00,Lech Poznań,-,Zagłębie Lubin,2:0 (1:0),
5618,,17:00,Górnik Zabrze,-,KS Cracovia,1:0 (0:0),
5619,,17:15,Groclin Dyskobolia,-,Amica Wronki,4:0 (2:0),
5620,17/04/2005,16:00,Wisła Kraków,-,Pogoń Szczecin,1:1 (0:1),
5621,,16:15,Legia Warszawa,-,Odra Wodzisław,0:1 (0:0),
5622,22/04/2005,18:00,Zagłębie Lubin,-,Groclin Dyskobolia,1:1 (0:1),
5623,23/04/2005,17:00,Odra Wodzisław,-,Górnik Zabrze,1:2 (1:0),
5624,,17:00,KS Cracovia,-,Lech Poznań,2:0 (1:0),
5625,,17:00,Pogoń Szczecin,-,Polonia Warszawa,1:1 (0:0),
5626,,17:00,Wisła Płock,-,GKS Katowice,0:0 (0:0),
5627,,17:15,Legia Warszawa,-,Górnik Łęczna,1:1 (1:1),
5628,24/04/2005,14:00,Amica Wronki,-,Wisła Kraków,0:1 (0:0),
5629,01/05/2005,17:00,Górnik Łęczna,-,Wisła Płock,3:2 (1:0),
5630,02/05/2005,16:30,Wisła Kraków,-,Zagłębie Lubin,6:0 (0:0),
5631,,19:00,Groclin Dyskobolia,-,KS Cracovia,3:1 (1:0),
5632,03/05/2005,17:00,GKS Katowice,-,Pogoń Szczecin,1:1 (1:1),
5633,,17:00,Lech Poznań,-,Odra Wodzisław,1:0 (1:0),
5634,04/05/2005,17:00,Polonia Warszawa,-,Amica Wronki,1:0 (1:0),
5635,,17:30,Górnik Zabrze,-,Legia Warszawa,0:0 (0:0),
5636,06/05/2005,19:00,KS Cracovia,-,Wisła Kraków,0:1 (0:1),
5637,07/05/2005,17:00,Górnik Zabrze,-,Górnik Łęczna,0:3 (0:0),
5638,,17:00,Zagłębie Lubin,-,Polonia Warszawa,3:0 (1:0),
5639,,17:00,Amica Wronki,-,GKS Katowice,1:0 (1:0),
5640,,17:00,Pogoń Szczecin,-,Wisła Płock,2:0 (2:0),
5641,,17:30,Legia Warszawa,-,Lech Poznań,3:0 (2:0),
5642,08/05/2005,18:15,Odra Wodzisław,-,Groclin Dyskobolia,1:2 (0:1),
5643,13/05/2005,18:00,Lech Poznań,-,Górnik Zabrze,2:1 (1:1),
5644,,19:00,Polonia Warszawa,-,KS Cracovia,2:3 (1:2),
5645,14/05/2005,16:00,Groclin Dyskobolia,-,Legia Warszawa,3:2 (2:2),
5646,,17:00,Górnik Łęczna,-,Pogoń Szczecin,1:1 (0:0),
5647,,17:00,Wisła Płock,-,Amica Wronki,2:0 (2:0),
5648,,17:00,GKS Katowice,-,Zagłębie Lubin,2:0 (1:0),
5649,,18:30,Wisła Kraków,-,Odra Wodzisław,3:1 (1:1),
5650,21/05/2005,17:00,Lech Poznań,-,Górnik Łęczna,3:0 (2:0),
5651,,17:00,Górnik Zabrze,-,Groclin Dyskobolia,0:1 (0:0),
5652,,17:00,Odra Wodzisław,-,Polonia Warszawa,2:1 (1:0),
5653,,17:00,KS Cracovia,-,GKS Katowice,2:0 (0:0),
5654,,17:00,Zagłębie Lubin,-,Wisła Płock,0:1 (0:1),
5655,,17:00,Amica Wronki,-,Pogoń Szczecin,0:0 (0:0),
5656,22/05/2005,18:00,Legia Warszawa,-,Wisła Kraków,5:1 (3:0),
5657,24/05/2005,19:00,Groclin Dyskobolia,-,Lech Poznań,1:0 (0:0),
5658,25/05/2005,17:00,Polonia Warszawa,-,Legia Warszawa,0:5 (0:2),
5659,,17:00,Wisła Kraków,-,Górnik Zabrze,2:1 (1:0),
5660,,17:30,Górnik Łęczna,-,Amica Wronki,1:0 (1:0),
5661,,17:30,Pogoń Szczecin,-,Zagłębie Lubin,1:1 (1:0),
5662,,17:30,Wisła Płock,-,KS Cracovia,3:0 (0:0),
5663,,17:30,GKS Katowice,-,Odra Wodzisław,1:1 (1:0),
5664,09/06/2005,18:00,Groclin Dyskobolia,-,Górnik Łęczna,0:0 (0:0),
5665,,18:00,Lech Poznań,-,Wisła Kraków,3:1 (2:1),
5666,,18:00,Górnik Zabrze,-,Polonia Warszawa,0:1 (0:0),
5667,,18:00,Legia Warszawa,-,GKS Katowice,2:0 (2:0),
5668,,18:00,Odra Wodzisław,-,Wisła Płock,0:1 (0:0),
5669,,18:00,KS Cracovia,-,Pogoń Szczecin,4:2 (2:0),
5670,,18:00,Zagłębie Lubin,-,Amica Wronki,1:1 (1:0),
5671,12/06/2005,18:00,Górnik Łęczna,-,Zagłębie Lubin,2:1 (1:0),
5672,,18:00,Amica Wronki,-,KS Cracovia,3:2 (0:1),
5673,,18:00,Pogoń Szczecin,-,Odra Wodzisław,4:1 (2:0),
5674,,18:00,Wisła Płock,-,Legia Warszawa,0:0 (0:0),
5675,,18:00,GKS Katowice,-,Górnik Zabrze,1:0 (0:0),
5676,,18:00,Polonia Warszawa,-,Lech Poznań,0:2 (0:2),
5677,,18:00,Wisła Kraków,-,Groclin Dyskobolia,3:0 (0:0),
5678,24/07/2005,16:00,Arka Gdynia,-,Legia Warszawa,0:0 (0:0),
5679,26/07/2005,16:30,Korona Kielce,-,KS Cracovia,0:0 (0:0),
5680,,18:00,Odra Wodzisław,-,Zagłębie Lubin,0:0 (0:0),
5681,,18:00,Pogoń Szczecin,-,Wisła Płock,2:0 (2:0),
5682,,19:00,Górnik Łęczna,-,Wisła Kraków,1:1 (1:0),
5683,,19:00,GKS Bełchatów,-,Górnik Zabrze,0:0 (0:0),
5684,,19:00,Lech Poznań,-,Polonia Warszawa,1:2 (0:1),
5685,27/07/2005,19:00,Groclin Dyskobolia,-,Amica Wronki,2:2 (0:0),
5686,29/07/2005,19:00,Lech Poznań,-,Arka Gdynia,1:1 (1:0),
5687,30/07/2005,16:00,Korona Kielce,-,Odra Wodzisław,0:1 (0:0),
5688,,18:00,Zagłębie Lubin,-,Pogoń Szczecin,1:1 (1:0),
5689,,18:00,Górnik Zabrze,-,Groclin Dyskobolia,0:0 (0:0),
5690,,18:00,Wisła Kraków,-,GKS Bełchatów,3:0 (2:0),
5691,,18:00,Polonia Warszawa,-,Wisła Płock,0:1 (0:1),
5692,,19:00,Górnik Łęczna,-,Legia Warszawa,0:0 (0:0),
5693,31/07/2005,18:00,KS Cracovia,-,Amica Wronki,1:0 (1:0),
5694,05/08/2005,18:00,GKS Bełchatów,-,Legia Warszawa,0:3 (0:0),
5695,,19:00,Groclin Dyskobolia,-,Wisła Kraków,2:4 (1:1),
5696,06/08/2005,16:00,Arka Gdynia,-,Górnik Łęczna,1:1 (0:1),
5697,,18:00,Odra Wodzisław,-,Amica Wronki,0:4 (0:1),
5698,,18:00,Polonia Warszawa,-,Zagłębie Lubin,1:1 (0:0),
5699,,18:00,Górnik Zabrze,-,KS Cracovia,3:0 (2:0),
5700,,19:00,Lech Poznań,-,Wisła Płock,3:2 (1:0),
5701,07/08/2005,17:30,Pogoń Szczecin,-,Korona Kielce,4:2 (1:1),
5702,20/08/2005,16:00,Korona Kielce,-,Polonia Warszawa,3:2 (2:0),
5703,,17:00,Legia Warszawa,-,Groclin Dyskobolia,0:2 (0:1),
5704,,18:00,Zagłębie Lubin,-,Lech Poznań,4:5 (3:2),
5705,,18:00,Górnik Zabrze,-,Odra Wodzisław,1:1 (0:1),
5706,,18:00,Górnik Łęczna,-,GKS Bełchatów,0:2 (0:1),
5707,,18:00,Wisła Płock,-,Arka Gdynia,1:1 (1:1),
5708,21/08/2005,18:30,Amica Wronki,-,Pogoń Szczecin,4:1 (1:0),
5709,22/11/2005,17:30,Wisła Kraków,-,KS Cracovia,3:0 (1:0),
5710,26/08/2005,19:00,Lech Poznań,-,Korona Kielce,0:0 (0:0),
5711,27/08/2005,17:15,Odra Wodzisław,-,Wisła Kraków,1:1 (0:0),
5712,,18:00,GKS Bełchatów,-,Arka Gdynia,1:1 (1:0),
5713,,18:00,Pogoń Szczecin,-,Górnik Zabrze,1:1 (1:1),
5714,,18:00,Polonia Warszawa,-,Amica Wronki,0:0 (0:0),
5715,28/08/2005,16:00,Groclin Dyskobolia,-,Górnik Łęczna,1:1 (1:0),
5716,,16:00,Wisła Płock,-,Zagłębie Lubin,3:2 (1:1),
5717,,18:30,KS Cracovia,-,Legia Warszawa,1:1 (1:0),
5718,09/09/2005,19:00,GKS Bełchatów,-,Groclin Dyskobolia,2:2 (1:1),
5719,10/09/2005,14:30,Korona Kielce,-,Wisła Płock,2:3 (1:2),
5720,,17:00,Arka Gdynia,-,Zagłębie Lubin,0:1 (0:1),
5721,,17:00,Górnik Zabrze,-,Polonia Warszawa,2:1 (1:0),
5722,,17:00,Wisła Kraków,-,Pogoń Szczecin,2:1 (1:1),
5723,,17:00,Legia Warszawa,-,Odra Wodzisław,2:1 (1:1),
5724,,17:00,Górnik Łęczna,-,KS Cracovia,1:1 (1:0),
5725,11/09/2005,16:00,Amica Wronki,-,Lech Poznań,1:4 (0:1),
5726,16/09/2005,19:00,Pogoń Szczecin,-,Legia Warszawa,2:2 (0:1),
5727,17/09/2005,17:00,KS Cracovia,-,GKS Bełchatów,2:1 (0:1),
5728,,17:00,Odra Wodzisław,-,Górnik Łęczna,0:0 (0:0),
5729,,17:00,Lech Poznań,-,Górnik Zabrze,3:2 (1:0),
5730,,17:00,Zagłębie Lubin,-,Korona Kielce,3:3 (2:2),
5731,,17:15,Wisła Płock,-,Amica Wronki,0:1 (0:1),
5732,18/09/2005,16:00,Groclin Dyskobolia,-,Arka Gdynia,2:1 (1:0),
5733,,16:00,Polonia Warszawa,-,Wisła Kraków,0:1 (0:0),
5734,23/09/2005,19:00,Legia Warszawa,-,Polonia Warszawa,1:0 (1:0),
5735,24/09/2005,17:00,Arka Gdynia,-,Korona Kielce,0:2 (0:2),
5736,,17:00,Górnik Zabrze,-,Wisła Płock,4:0 (0:0),
5737,,17:00,Górnik Łęczna,-,Pogoń Szczecin,0:1 (0:0),
5738,,17:00,GKS Bełchatów,-,Odra Wodzisław,0:3 (0:1),
5739,,17:00,Groclin Dyskobolia,-,KS Cracovia,4:1 (3:1),
5740,,19:00,Wisła Kraków,-,Lech Poznań,5:1 (2:0),
5741,25/09/2005,14:00,Amica Wronki,-,Zagłębie Lubin,3:1 (2:1),
5742,30/09/2005,19:00,Lech Poznań,-,Legia Warszawa,1:0 (0:0),
5743,01/10/2005,13:00,Korona Kielce,-,Amica Wronki,2:1 (1:0),
5744,,17:00,KS Cracovia,-,Arka Gdynia,2:1 (2:0),
5745,,17:00,Pogoń Szczecin,-,GKS Bełchatów,0:0 (0:0),
5746,,17:00,Polonia Warszawa,-,Górnik Łęczna,0:3 (0:2),
5747,,17:15,Zagłębie Lubin,-,Górnik Zabrze,3:0 (2:0),
5748,02/10/2005,16:00,Odra Wodzisław,-,Groclin Dyskobolia,1:0 (0:0),
5749,,18:15,Wisła Płock,-,Wisła Kraków,1:2 (0:1),
5750,14/10/2005,19:00,Górnik Łęczna,-,Lech Poznań,0:0 (0:0),
5751,15/10/2005,17:00,Arka Gdynia,-,Amica Wronki,1:1 (0:0),
5752,,17:00,Górnik Zabrze,-,Korona Kielce,0:3 (0:2),
5753,,17:00,Legia Warszawa,-,Wisła Płock,3:0 (1:0),
5754,,17:00,GKS Bełchatów,-,Polonia Warszawa,2:0 (0:0),
5755,,17:00,KS Cracovia,-,Odra Wodzisław,1:0 (0:0),
5756,,19:00,Groclin Dyskobolia,-,Pogoń Szczecin,1:3 (0:1),
5757,16/10/2005,16:00,Zagłębie Lubin,-,Wisła Kraków,2:1 (2:0),
5758,21/10/2005,19:00,Pogoń Szczecin,-,KS Cracovia,1:2 (0:0),
5759,22/10/2005,17:00,Odra Wodzisław,-,Arka Gdynia,1:2 (0:1),
5760,,17:00,Lech Poznań,-,GKS Bełchatów,1:1 (1:1),
5761,,17:00,Wisła Płock,-,Górnik Łęczna,2:1 (0:1),
5762,,17:00,Amica Wronki,-,Górnik Zabrze,3:1 (1:0),
5763,,17:00,Groclin Dyskobolia,-,Polonia Warszawa,1:2 (1:0),
5764,,19:00,Zagłębie Lubin,-,Legia Warszawa,0:1 (0:1),
5765,23/10/2005,13:30,Wisła Kraków,-,Korona Kielce,2:2 (2:0),
5766,28/10/2005,19:00,Groclin Dyskobolia,-,Lech Poznań,3:1 (2:0),
5767,29/10/2005,17:00,Arka Gdynia,-,Górnik Zabrze,3:0 (0:0),
5768,,17:00,Legia Warszawa,-,Korona Kielce,1:0 (0:0),
5769,,17:00,Górnik Łęczna,-,Zagłębie Lubin,1:3 (0:2),
5770,,17:00,GKS Bełchatów,-,Wisła Płock,3:0 (1:0),
5771,,17:00,KS Cracovia,-,Polonia Warszawa,3:0 (1:0),
5772,,17:00,Odra Wodzisław,-,Pogoń Szczecin,1:0 (0:0),
5773,30/10/2005,16:00,Wisła Kraków,-,Amica Wronki,0:0 (0:0),
5774,04/11/2005,19:00,Lech Poznań,-,KS Cracovia,1:0 (0:0),
5775,05/11/2005,12:30,Korona Kielce,-,Górnik Łęczna,1:1 (0:0),
5776,,17:00,Wisła Płock,-,Groclin Dyskobolia,2:0 (2:0),
5777,,17:00,Zagłębie Lubin,-,GKS Bełchatów,2:1 (1:1),
5778,,17:00,Górnik Zabrze,-,Wisła Kraków,0:1 (0:1),
5779,,19:00,Amica Wronki,-,Legia Warszawa,0:2 (0:1),
5780,06/11/2005,13:30,Pogoń Szczecin,-,Arka Gdynia,0:0 (0:0),
5781,06/12/2005,16:00,Polonia Warszawa,-,Odra Wodzisław,0:3 (0:0),
5782,18/11/2005,19:00,Legia Warszawa,-,Górnik Zabrze,3:2 (3:0),
5783,19/11/2005,17:00,Górnik Łęczna,-,Amica Wronki,1:0 (0:0),
5784,,17:00,GKS Bełchatów,-,Korona Kielce,1:2 (0:2),
5785,,17:00,KS Cracovia,-,Wisła Płock,3:1 (1:0),
5786,,17:00,Odra Wodzisław,-,Lech Poznań,2:1 (1:0),
5787,,17:00,Pogoń Szczecin,-,Polonia Warszawa,2:0 (1:0),
5788,,17:15,Arka Gdynia,-,Wisła Kraków,1:0 (0:0),
5789,20/11/2005,16:00,Groclin Dyskobolia,-,Zagłębie Lubin,1:0 (0:0),
5790,25/11/2005,18:00,Lech Poznań,-,Pogoń Szczecin,1:1 (0:0),
5791,26/11/2005,10:00,Korona Kielce,-,Groclin Dyskobolia,3:0 (0:0),
5792,,17:00,Polonia Warszawa,-,Arka Gdynia,0:0 (0:0),
5793,,17:00,Wisła Płock,-,Odra Wodzisław,0:0 (0:0),
5794,,17:00,Amica Wronki,-,GKS Bełchatów,3:1 (2:1),
5795,,17:00,Górnik Zabrze,-,Górnik Łęczna,2:0 (1:0),
5796,,17:15,Zagłębie Lubin,-,KS Cracovia,3:1 (1:1),
5797,27/11/2005,19:00,Wisła Kraków,-,Legia Warszawa,0:0 (0:0),
5798,02/12/2005,17:00,Polonia Warszawa,-,Lech Poznań,2:1 (0:0),
5799,,18:00,Amica Wronki,-,Groclin Dyskobolia,2:0 (1:0),
5800,03/12/2005,15:00,Wisła Kraków,-,Górnik Łęczna,1:0 (1:0),
5801,,15:00,Legia Warszawa,-,Arka Gdynia,2:0 (0:0),
5802,,16:00,Górnik Zabrze,-,GKS Bełchatów,0:1 (0:1),
5803,,16:00,Zagłębie Lubin,-,Odra Wodzisław,2:0 (1:0),
5804,,16:00,Wisła Płock,-,Pogoń Szczecin,0:0 (0:0),
5805,04/12/2005,16:00,KS Cracovia,-,Korona Kielce,2:3 (1:1),
5806,09/12/2005,19:00,Arka Gdynia,-,Lech Poznań,0:2 (0:0),
5807,10/12/2005,16:00,Odra Wodzisław,-,Korona Kielce,1:1 (1:0),
5808,,16:00,Groclin Dyskobolia,-,Górnik Zabrze,0:1 (0:1),
5809,,16:00,Wisła Płock,-,Polonia Warszawa,4:0 (2:0),
5810,,19:00,Amica Wronki,-,KS Cracovia,1:1 (0:0),
5811,11/12/2005,13:30,GKS Bełchatów,-,Wisła Kraków,0:0 (0:0),
5812,,13:30,Legia Warszawa,-,Górnik Łęczna,0:2 (0:0),
5813,28/03/2006,16:30,Pogoń Szczecin,-,Zagłębie Lubin,1:0 (0:0),
5814,03/03/2006,18:00,KS Cracovia,-,Górnik Zabrze,1:2 (0:2),
5815,,19:00,Legia Warszawa,-,GKS Bełchatów,1:0 (0:0),
5816,04/03/2006,17:00,Wisła Kraków,-,Groclin Dyskobolia,2:1 (1:0),
5817,,17:00,Amica Wronki,-,Odra Wodzisław,4:0 (2:0),
5818,04/04/2006,17:30,Korona Kielce,-,Pogoń Szczecin,0:1 (0:0),
5819,,17:30,Zagłębie Lubin,-,Polonia Warszawa,1:0 (0:0),
5820,,17:30,Górnik Łęczna,-,Arka Gdynia,1:1 (0:1),
5821,,17:30,Wisła Płock,-,Lech Poznań,5:1 (2:0),
5822,10/03/2006,19:00,Lech Poznań,-,Zagłębie Lubin,0:1 (0:0),
5823,11/03/2006,17:00,Polonia Warszawa,-,Korona Kielce,1:1 (0:0),
5824,,17:00,Pogoń Szczecin,-,Amica Wronki,0:3 (0:2),
5825,,17:00,Groclin Dyskobolia,-,Legia Warszawa,0:4 (0:2),
5826,12/03/2006,13:30,KS Cracovia,-,Wisła Kraków,1:1 (1:0),
5827,22/03/2006,17:30,GKS Bełchatów,-,Górnik Łęczna,1:1 (1:0),
5828,29/03/2006,17:30,Arka Gdynia,-,Wisła Płock,1:1 (0:0),
5829,04/04/2006,17:30,Odra Wodzisław,-,Górnik Zabrze,1:0 (1:0),
5830,17/03/2006,19:00,Legia Warszawa,-,KS Cracovia,5:0 (3:0),
5831,18/03/2006,17:00,Arka Gdynia,-,GKS Bełchatów,2:0 (1:0),
5832,,17:00,Amica Wronki,-,Polonia Warszawa,3:0 (0:0),
5833,19/03/2006,16:00,Wisła Kraków,-,Odra Wodzisław,1:0 (1:0),
5834,18/04/2006,17:30,Korona Kielce,-,Lech Poznań,1:1 (0:1),
5835,19/04/2006,17:30,Górnik Łęczna,-,Groclin Dyskobolia,0:0 (0:0),
5836,,17:30,Górnik Zabrze,-,Pogoń Szczecin,2:1 (0:1),
5837,,17:30,Zagłębie Lubin,-,Wisła Płock,2:0 (0:0),
5838,24/03/2006,19:00,Pogoń Szczecin,-,Wisła Kraków,1:2 (1:1),
5839,25/03/2006,15:00,Odra Wodzisław,-,Legia Warszawa,1:2 (1:1),
5840,,17:00,Zagłębie Lubin,-,Arka Gdynia,4:0 (3:0),
5841,,17:00,Wisła Płock,-,Korona Kielce,1:0 (1:0),
5842,,17:00,Polonia Warszawa,-,Górnik Zabrze,4:1 (2:1),
5843,,17:00,KS Cracovia,-,Górnik Łęczna,0:1 (0:1),
5844,,17:00,Groclin Dyskobolia,-,GKS Bełchatów,3:1 (1:1),
5845,,17:30,Lech Poznań,-,Amica Wronki,1:1 (0:0),
5846,31/03/2006,19:00,Legia Warszawa,-,Pogoń Szczecin,2:0 (0:0),
5847,01/04/2006,15:00,Wisła Kraków,-,Polonia Warszawa,2:0 (1:0),
5848,,17:00,Arka Gdynia,-,Groclin Dyskobolia,0:0 (0:0),
5849,,17:00,GKS Bełchatów,-,KS Cracovia,2:0 (2:0),
5850,,17:00,Górnik Łęczna,-,Odra Wodzisław,0:0 (0:0),
5851,,17:00,Górnik Zabrze,-,Lech Poznań,0:3 (0:2),
5852,,17:00,Amica Wronki,-,Wisła Płock,2:0 (0:0),
5853,,18:30,Korona Kielce,-,Zagłębie Lubin,1:1 (0:0),
5854,07/04/2006,18:00,Korona Kielce,-,Arka Gdynia,1:0 (0:0),
5855,,19:00,Zagłębie Lubin,-,Amica Wronki,2:0 (1:0),
5856,08/04/2006,17:00,Wisła Płock,-,Górnik Zabrze,1:0 (0:0),
5857,,17:00,Pogoń Szczecin,-,Górnik Łęczna,2:1 (1:1),
5858,,17:00,Odra Wodzisław,-,GKS Bełchatów,0:2 (0:0),
5859,,17:00,KS Cracovia,-,Groclin Dyskobolia,1:3 (1:3),
5860,,19:00,Lech Poznań,-,Wisła Kraków,2:1 (0:1),
5861,09/04/2006,13:30,Polonia Warszawa,-,Legia Warszawa,0:2 (0:0),
5862,11/04/2006,17:30,Arka Gdynia,-,KS Cracovia,1:1 (1:1),
5863,,17:30,Groclin Dyskobolia,-,Odra Wodzisław,0:0 (0:0),
5864,,17:30,GKS Bełchatów,-,Pogoń Szczecin,2:0 (1:0),
5865,,17:30,Wisła Kraków,-,Wisła Płock,4:0 (1:0),
5866,,17:30,Górnik Zabrze,-,Zagłębie Lubin,2:2 (0:1),
5867,,19:00,Amica Wronki,-,Korona Kielce,0:3 (0:2),
5868,12/04/2006,17:30,Górnik Łęczna,-,Polonia Warszawa,0:1 (0:0),
5869,,19:00,Legia Warszawa,-,Lech Poznań,3:1 (3:0),
5870,15/04/2006,12:30,Korona Kielce,-,Górnik Zabrze,4:1 (2:0),
5871,,14:30,Amica Wronki,-,Arka Gdynia,1:1 (1:0),
5872,,14:30,Lech Poznań,-,Górnik Łęczna,1:0 (1:0),
5873,,14:30,Polonia Warszawa,-,GKS Bełchatów,0:0 (0:0),
5874,,14:30,Pogoń Szczecin,-,Groclin Dyskobolia,1:3 (0:3),
5875,,14:30,Odra Wodzisław,-,KS Cracovia,1:0 (0:0),
5876,,15:00,Wisła Kraków,-,Zagłębie Lubin,2:0 (1:0),
5877,,17:15,Wisła Płock,-,Legia Warszawa,0:1 (0:1),
5878,21/04/2006,19:00,Korona Kielce,-,Wisła Kraków,1:0 (0:0),
5879,22/04/2006,17:00,Arka Gdynia,-,Odra Wodzisław,1:1 (0:0),
5880,,17:00,KS Cracovia,-,Pogoń Szczecin,1:0 (0:0),
5881,,17:00,GKS Bełchatów,-,Lech Poznań,1:1 (1:0),
5882,,17:00,Górnik Łęczna,-,Wisła Płock,2:1 (1:0),
5883,,17:00,Górnik Zabrze,-,Amica Wronki,0:2 (0:0),
5884,,19:30,Legia Warszawa,-,Zagłębie Lubin,1:0 (0:0),
5885,23/04/2006,13:30,Polonia Warszawa,-,Groclin Dyskobolia,1:2 (1:0),
5886,28/04/2006,19:00,Amica Wronki,-,Wisła Kraków,0:1 (0:1),
5887,29/04/2006,17:00,Górnik Zabrze,-,Arka Gdynia,2:0 (0:0),
5888,,17:00,Zagłębie Lubin,-,Górnik Łęczna,2:0 (1:0),
5889,,17:00,Wisła Płock,-,GKS Bełchatów,0:1 (0:0),
5890,,17:00,Lech Poznań,-,Groclin Dyskobolia,4:1 (3:1),
5891,,17:00,Pogoń Szczecin,-,Odra Wodzisław,1:0 (0:0),
5892,,19:00,Korona Kielce,-,Legia Warszawa,2:2 (2:0),
5893,30/04/2006,15:00,Polonia Warszawa,-,KS Cracovia,1:3 (1:2),
5894,05/05/2006,19:00,Legia Warszawa,-,Amica Wronki,1:0 (1:0),
5895,06/05/2006,16:30,Wisła Kraków,-,Górnik Zabrze,2:0 (0:0),
5896,,17:00,Arka Gdynia,-,Pogoń Szczecin,0:0 (0:0),
5897,,17:00,Odra Wodzisław,-,Polonia Warszawa,0:0 (0:0),
5898,,17:00,Groclin Dyskobolia,-,Wisła Płock,3:0 (0:0),
5899,,17:00,Górnik Łęczna,-,Korona Kielce,3:0 (1:0),
5900,07/05/2006,12:45,GKS Bełchatów,-,Zagłębie Lubin,3:0 (0:0),
